character,pinyin_hanziDB,pinyin_qxk,meaning,pinyin_hanziDB_qxk,pinyin_name,pinyin_givenname,pinyin_familyname,pinyin,tone,tone_name,tone_familyname,tone_givenname,pinyin_notone,eng,eng_name,eng_familyname,eng_givenname
谄,chǎn,chǎn,chǎn	[諂]	奉承；献媚。～媚｜～谀（yú）｜～笑｜～上欺下。,chǎn,chǎn,chǎn,chǎn,chǎn,3,3,3,3,chan,chan,chan,chan,chan
谇,suì,suì,suì	[誶]	1:〈文〉责备；责骂。～诟｜～骂｜～辱。2:〈文〉直言规劝。,suì,suì,suì,suì,suì,4,4,4,4,sui,sui,sui,sui,sui
屐,jī,jī,jī	木底鞋，大多有齿。泛指鞋。木～|～履|草～。,jī,jī,jī,jī,jī,1,1,1,1,ji,ji,ji,ji,ji
屙,ē,ē,ē	排泄（大小便）。～尿|～屎|～痢。,ē,ē,ē,ē,ē,1,1,1,1,e,e,e,e,e
陬,zōu,zōu,zōu	〈文〉山脚；角落。城之～|山～海隅。,zōu,zōu,zōu,zōu,zōu,1,1,1,1,zou,zou,zou,zou,zou
勐,měng,měng,měng	小块的平地。多用于地名。～海（在云南）|～腊（在云南）。,měng,měng,měng,měng,měng,3,3,3,3,meng,meng,meng,meng,meng
奘,zàng,zàng#zhuǎng,1zàng	壮大。多见于人名。玄～（唐代高僧）。#####2zhuǎng	粗大。这棵树很～|身高腰～|这小伙子可够～的。,zàng#zhuǎng,zàng#zhuǎng,zàng#zhuǎng,zàng#zhuǎng,zàng#zhuǎng,4#3,4#3,4#3,4#3,zang#zhuang,zang#zhuang,zang#zhuang,zang#zhuang,zang#zhuang
牂,zāng,zāng,zāng	〈文〉母羊。,zāng,zāng,zāng,zāng,zāng,1,1,1,1,zang,zang,zang,zang,zang
蚩,chī,chī,chī	〈文〉无知；傻。,chī,chī,chī,chī,chī,1,1,1,1,chi,chi,chi,chi,chi
陲,chuí,chuí,chuí	边疆；边境。边～。,chuí,chuí,chuí,chuí,chuí,2,2,2,2,chui,chui,chui,chui,chui
姬,jī,jī,jī	1:古代对妇女的美称。艳～|仙～。2:古代称妾。～妾|侍～|宠～。3:旧时称以歌舞为业的女子。歌～|舞～。4:（Jī）姓。,jī,jī,jī,jī,jī,1,1,1,1,ji,ji,ji,ji,ji
娠,shēn,shēn,shēn	胎儿在母体内微动，泛指怀胎。妊～｜有～。,shēn,shēn,shēn,shēn,shēn,1,1,1,1,shen,shen,shen,shen,shen
娌,lǐ,lǐ,lǐ	【妯（zhóu）娌】 见“妯”。,lǐ,lǐ,lǐ,lǐ,lǐ,3,3,3,3,li,li,li,li,li
娉,pīng,pīng,pīng	【娉婷（tíng）】 〈文〉（女子）姿态美好。～而至|体态～。,pīng,pīng,pīng,pīng,pīng,1,1,1,1,ping,ping,ping,ping,ping
娲,wā,wā,wā	[媧]	【女娲】 中国古代神话中的女神，传说曾炼五色石补天，并创造人类。,wā,wā,wā,wā,wā,1,1,1,1,wa,wa,wa,wa,wa
娩,miǎn,miǎn,miǎn	生孩子。～出|分～。,miǎn,miǎn,miǎn,miǎn,miǎn,3,3,3,3,mian,mian,mian,mian,mian
娴,xián,xián,xián	[嫻]	1:文雅。～雅|～静|～淑。2:熟练。～熟。,xián,xián,xián,xián,xián,2,2,2,2,xian,xian,xian,xian,xian
娣,dì,dì,dì	1:古时姐姐称妹妹为娣。姊～。2:古时兄妻称弟妻为娣。,dì,dì,dì,dì,dì,4,4,4,4,di,di,di,di,di
娓,wěi,wěi,wěi	【娓娓】 谈论不知疲倦或说话动听的样子。～而谈|～动听。,wěi,wěi,wěi,wěi,wěi,3,3,3,3,wei,wei,wei,wei,wei
婀,ē,ē,ē	【婀娜（nuó）】 轻柔美好的样子。～多姿|体态～。,ē,ē,ē,ē,ē,1,1,1,1,e,e,e,e,e
畚,běn,běn,běn	古代用草绳编成的器具。用来盛粮食、土等。后也有用竹篾、铁皮等材料制成的。～箕。,běn,běn,běn,běn,běn,3,3,3,3,ben,ben,ben,ben,ben
逡,qūn,qūn,qūn	〈文〉后退；退让。～巡（因顾虑而徘徊不前或后退）。,qūn,qūn,qūn,qūn,qūn,1,1,1,1,qun,qun,qun,qun,qun
绠,gěng,gěng,gěng	[綆]	井绳。～短汲深（吊桶的绳子短，却要打起深井的水。比喻才力薄弱，担当不了重任）。,gěng,gěng,gěng,gěng,gěng,3,3,3,3,geng,geng,geng,geng,geng
骊,lí,lí,lí 	[驪]	〈文〉纯黑色的马。,lí,lí,lí,lí,lí,2,2,2,2,li,li,li,li,li
绡,xiāo,xiāo,xiāo	[綃]	〈文〉生丝，也指生丝织品。～巾|～帐|红～。,xiāo,xiāo,xiāo,xiāo,xiāo,1,1,1,1,xiao,xiao,xiao,xiao,xiao
骋,chěng,chěng,chěng	[騁]	1:纵马奔驰。驰～。2:放开；展开。～目｜～望｜～怀。,chěng,chěng,chěng,chěng,chěng,3,3,3,3,cheng,cheng,cheng,cheng,cheng
绥,suí,suí,suí	[綏]	1:安抚；安定。～靖（安抚）｜～远。2:〈文〉安好；平安（多用于书信，表示祝愿）。近～｜顺颂时～。,suí,suí,suí,suí,suí,2,2,2,2,sui,sui,sui,sui,sui
绦,tāo,tāo,tāo	[縧]	绦子，用丝线编织成的带子，多作衣服、枕套、窗帘等的镶边。,tāo,tāo,tāo,tāo,tāo,1,1,1,1,tao,tao,tao,tao,tao
绨,tí,tí#tì,tì	[綈]	用丝或人造丝做经、用棉线做纬织成的纺织品，质地比绸厚实，表面比绸粗糙。线～。,tí#tì,tí#tì,tí#tì,tí#tì,tí#tì,2#4,2#4,2#4,2#4,ti#ti,ti,ti,ti,ti
骎,qīn,qīn,qīn	[駸]	【骎骎】 〈文〉马跑得很快的样子，比喻事业进展迅速。～日上。,qīn,qīn,qīn,qīn,qīn,1,1,1,1,qin,qin,qin,qin,qin
邕,yōng,yōng,yōng	1:邕江，水名，在广西南部。2:广西南宁的别称。～剧。,yōng,yōng,yōng,yōng,yōng,1,1,1,1,yong,yong,yong,yong,yong
鸶,sī,sī,sī	[鷥]	【鹭(lù）鸶】 白鹭，羽毛白色，头顶有细长的白羽。,sī,sī,sī,sī,sī,1,1,1,1,si,si,si,si,si
彗,huì,huì,huì	扫帚。～星（围绕太阳运行的一种天体。有长长的光尾，形状像扫帚，故称）。,huì,huì,huì,huì,huì,4,4,4,4,hui,hui,hui,hui,hui
耜,sì,sì,sì	1:古代农具，形状像现在的锹。2:古代跟犁上的铧相似的东西。,sì,sì,sì,sì,sì,4,4,4,4,si,si,si,si,si
焘,dào,dào,tāo	[燾]	见于人名。李～（宋代史学家）|郭嵩～（清末外交官）。,dào,dào#tāo,tāo#dào,dào#tāo,dào#tāo,4#1,4#1,4#1,1#4,dao#tao,dao#tao,dao#tao,dao#tao,tao#dao
舂,chōng,chōng,chōng	把东西放到石臼里捣去皮壳或捣碎。～米｜～药。,chōng,chōng,chōng,chōng,chōng,1,1,1,1,chong,chong,chong,chong,chong
琏,liǎn,liǎn,liǎn	[璉]	古代宗庙里盛黍稷的器具。,liǎn,liǎn,liǎn,liǎn,liǎn,3,3,3,3,lian,lian,lian,lian,lian
琇,xiù,xiù,xiù	〈文〉像玉的美石。,xiù,xiù,xiù,xiù,xiù,4,4,4,4,xiu,xiu,xiu,xiu,xiu
麸,fū,fū,fū	[麩]	麸子，小麦磨成粉后筛下的麦皮和碎屑。也叫“麸皮”。,fū,fū,fū,fū,fū,1,1,1,1,fu,fu,fu,fu,fu
揶,yé,yé,yé	【揶揄（yú）】 嘲弄；耍笑。受人～。,yé,yé,yé,yé,yé,2,2,2,2,ye,ye,ye,ye,ye
埴,zhí,zhí,zhí	〈文〉黏土。,zhí,zhí,zhí,zhí,zhí,2,2,2,2,zhi,zhi,zhi,zhi,zhi
埯,ǎn,ǎn,ǎn	1:挖小坑点种瓜、豆等。～瓜|～豆。2:点种瓜、豆等时挖的小坑。3:量词。 用于点种的瓜、豆等。一～儿花生|几～儿南瓜。,ǎn,ǎn,ǎn,ǎn,ǎn,3,3,3,3,an,an,an,an,an
捯,dáo,dáo,dáo	1:两手替换着把线或绳子拉回或绕好。～线|把风筝～下来。2:顺着线索追究。～根儿|～老账。,dáo,dáo,dáo,dáo,dáo,2,2,2,2,dao,dao,dao,dao,dao
掳,lǔ,lǔ,lǔ	[擄]	抢取；掠夺。～掠|劫～|～走村民。,lǔ,lǔ,lǔ,lǔ,lǔ,3,3,3,3,lu,lu,lu,lu,lu
掴,guāi,guó,guāi	[摑]	用手掌打；打耳光。～他一巴掌。,guó#guāi,guó#guāi,guó#guāi,guó#guāi,guó#guāi,2#1,2#1,2#1,2#1,guo#guai,guo#guai,guo#guai,guo#guai,guo#guai
埸,yì,yì,yì	边境。疆～。,yì,yì,yì,yì,yì,4,4,4,4,yi,yi,yi,yi,yi
埵,duǒ,duǒ,duǒ	〈文〉坚硬的土。,duǒ,duǒ,duǒ,duǒ,duǒ,3,3,3,3,duo,duo,duo,duo,duo
赧,nǎn,nǎn,nǎn	因羞愧而脸红。～然|～颜|羞～。,nǎn,nǎn,nǎn,nǎn,nǎn,3,3,3,3,nan,nan,nan,nan,nan
埤,pí,pí#pì,pì	【埤堄（nì）】 〈文〉城墙上呈凹凸形的矮墙。,pí#pì,pí#pì,pí#pì,pí#pì,pí#pì,2#4,2#4,2#4,2#4,pi#pi,pi,pi,pi,pi
捭,bǎi,bǎi,bǎi	分开。纵横～阖。,bǎi,bǎi,bǎi,bǎi,bǎi,3,3,3,3,bai,bai,bai,bai,bai
逵,kuí,kuí,kuí	〈文〉四通八达的道路。,kuí,kuí,kuí,kuí,kuí,2,2,2,2,kui,kui,kui,kui,kui
埝,niàn,niàn,niàn	用土筑成的防水小堤；田间挡水的土埂。土～|堤～。,niàn,niàn,niàn,niàn,niàn,4,4,4,4,nian,nian,nian,nian,nian
堋,péng,péng#bèng,péng	中国古代修建都江堰时所筑的分水堤坝，相传为战国时人李冰所发明。,péng#bèng,péng#bèng,péng#bèng,péng#bèng,péng#bèng,2#4,2#4,2#4,2#4,peng#beng,peng#beng,peng#beng,peng#beng,peng#beng
堍,tù,tù,tù	桥两端靠近平地的地方。桥～。,tù,tù,tù,tù,tù,4,4,4,4,tu,tu,tu,tu,tu
掬,jū,jū,jū	1:〈文〉两手捧起。～饮|～水洗面。2:形容表露得明显、鲜明，好像可以用手捧起。笑容可～|憨态可～。,jū,jū,jū,jū,jū,1,1,1,1,ju,ju,ju,ju,ju
鸷,zhì,zhì,zhì	[鷙]	〈文〉凶猛；勇猛。～鸟|～勇。,zhì,zhì,zhì,zhì,zhì,4,4,4,4,zhi,zhi,zhi,zhi,zhi
掖,yē,yè#yē,1yē	把东西塞进（衣袋或缝隙里）。～藏|把钱～在怀里|门缝～着一张纸条。#####2yè	用手扶着别人的胳膊，比喻扶助或提拔。扶～|提～|奖～。,yè#yē,yè#yē,yè#yē,yè#yē,yè#yē,4#1,4#1,4#1,4#1,ye#ye,ye,ye,ye,ye
捽,zuó,zuó,zuó	揪；抓。～头发|～住她的衣服。,zuó,zuó,zuó,zuó,zuó,2,2,2,2,zuo,zuo,zuo,zuo,zuo
掊,póu,pǒu#póu,1póu	1:〈文〉搜刮；聚敛。～聚|～敛。2:〈文〉用手扒土；挖掘。#####2pǒu	〈文〉打击；击破。～击。,pǒu#póu,pǒu#póu,pǒu#póu,pǒu#póu,pǒu#póu,3#2,3#2,3#2,3#2,pou#pou,pou,pou,pou,pou
堉,yù,yù,yù	〈文〉肥沃的土地。,yù,yù,yù,yù,yù,4,4,4,4,yu,yu,yu,yu,yu
掸,dǎn,dǎn#shàn,dǎn	[撣]	轻轻地抽或扫，以除去灰尘等。～桌子|把衣服上的灰～一～。,dǎn#shàn,dǎn#shàn,dǎn#shàn,dǎn#shàn,dǎn#shàn,3#4,3#4,3#4,3#4,dan#shan,dan#shan,dan#shan,dan#shan,dan#shan
捩,liè,liè,liè	扭转。～转|转～点。,liè,liè,liè,liè,liè,4,4,4,4,lie,lie,lie,lie,lie
掮,qián,qián,qián	用肩扛（东西）。～木头|～着行李。,qián,qián,qián,qián,qián,2,2,2,2,qian,qian,qian,qian,qian
悫,què,què,què	[慤]	〈文〉诚实；谨慎。～士|法正则民～。,què,què,què,què,què,4,4,4,4,que,que,que,que,que
埭,dài,dài,dài 	堵水的土坝。多用于地名。～头镇（在福建）|钟～（在浙江）。,dài,dài,dài,dài,dài,4,4,4,4,dai,dai,dai,dai,dai
埽,sào,sào#sǎo,sào	1:用树枝、芦苇、秫秸、石头等捆扎而成的圆柱形东西，用来堵塞河堤缺口或保护堤岸防水冲刷。2:用许多埽修成的堤坝或护堤。～岸｜坝～｜堤～。,sào#sǎo,sào#sǎo,sào#sǎo,sào#sǎo,sào#sǎo,4#3,4#3,4#3,4#3,sao#sao,sao,sao,sao,sao
掇,duō,duō,duō	拾取。～拾。,duō,duō,duō,duō,duō,1,1,1,1,duo,duo,duo,duo,duo
掼,guàn,guàn,guàn	[摜]	1:扔；摔。～手榴弹|往地下一～。2:跌倒；使跌倒。～跤|将他～倒在地。,guàn,guàn,guàn,guàn,guàn,4,4,4,4,guan,guan,guan,guan,guan
聃,dān,dān,dān	见于人名。老～（即老子，春秋时期的哲学家）。,dān,dān,dān,dān,dān,1,1,1,1,dan,dan,dan,dan,dan
菁,jīng,jīng,jīng	1:【菁菁】 草木茂盛。2:【菁华】 事物最好的部分。,jīng,jīng,jīng,jīng,jīng,1,1,1,1,jing,jing,jing,jing,jing
萁,qí,qí,qí	豆秸，也指油菜、棉花收获后剩下的茎。豆～|菜花～|煮豆燃～。,qí,qí,qí,qí,qí,2,2,2,2,qi,qi,qi,qi,qi
菘,sōng,sōng,sōng	古代对白菜类蔬菜的统称。,sōng,sōng,sōng,sōng,sōng,1,1,1,1,song,song,song,song,song
堇,jǐn,jīn,jǐn	【堇菜】 多年生草本植物。叶子边缘有锯齿，花瓣白色带紫色条纹。也叫“堇堇菜”。,jīn#jǐn,jīn#jǐn,jīn#jǐn,jīn#jǐn,jīn#jǐn,1#3,1#3,1#3,1#3,jin#jin,jin,jin,jin,jin
萘,nài,nài,nài	有机化合物。分子式C10H8。片状晶体，有特殊气味。易挥发和升华，能点燃，光弱烟多。可用来制染料、树脂、溶剂等。,nài,nài,nài,nài,nài,4,4,4,4,nai,nai,nai,nai,nai
萋,qī,qī,qī	【萋萋】 草木茂盛的样子。芳草～。,qī,qī,qī,qī,qī,1,1,1,1,qi,qi,qi,qi,qi
菽,shū,shū,shū	豆类的总称。稻～｜不辨～麦。,shū,shū,shū,shū,shū,1,1,1,1,shu,shu,shu,shu,shu
菖,chāng,chāng,chāng	【菖蒲（pú）】 多年生草本植物。生在水边，根状茎淡红色，可作香料，也可入药。,chāng,chāng,chāng,chāng,chāng,1,1,1,1,chang,chang,chang,chang,chang
萜,tiē,tiē,tiē	有机化合物的一类，多为有香味的液体，不溶于水，溶于乙醇。樟脑、薄荷油、松节油等都是萜类化合物。,tiē,tiē,tiē,tiē,tiē,1,1,1,1,tie,tie,tie,tie,tie
萸,yú,yú,yú	【茱萸】 见“茱”。,yú,yú,yú,yú,yú,2,2,2,2,yu,yu,yu,yu,yu
萑,huán,huán,huán	古书上指芦苇一类的植物。,huán,huán,huán,huán,huán,2,2,2,2,huan,huan,huan,huan,huan
棻,fēn,fēn,fēn	〈文〉一种有香气的树。,fēn,fēn,fēn,fēn,fēn,1,1,1,1,fen,fen,fen,fen,fen
菔,fú,fú,fú 	【莱（lái）菔】 萝卜。,fú,fú,fú,fú,fú,2,2,2,2,fu,fu,fu,fu,fu
菟,tú,tù#tú,tù	【菟丝子（zǐ）】 一年生草本植物，茎细长，常缠绕在别的植物上，花白色，种子黄褐色，可入药，也叫“菟丝”。,tù#tú,tù#tú,tù#tú,tù#tú,tù#tú,4#2,4#2,4#2,4#2,tu#tu,tu,tu,tu,tu
萏,dàn,dàn,dàn 	【菡（hàn）萏】 见“菡”。,dàn,dàn,dàn,dàn,dàn,4,4,4,4,dan,dan,dan,dan,dan
萃,cuì,cuì,cuì 	汇聚，也指汇聚在一起的人或物。～聚｜荟～｜文～｜出类拔～。,cuì,cuì,cuì,cuì,cuì,4,4,4,4,cui,cui,cui,cui,cui
菏,hé,hé,hé	用于地名。～泽（在山东西南部）。,hé,hé,hé,hé,hé,2,2,2,2,he,he,he,he,he
菹,jū,zū,zū	1:〈文〉水草茂盛的沼泽地带。2:〈文〉酸菜；腌菜。3:〈文〉切碎（菜、肉）。,zū#jū,zū#jū,zū#jū,zū#jū,zū#jū,1#1,1#1,1#1,1#1,zu#ju,zu#ju,zu#ju,zu#ju,zu#ju
菪,dàng,dàng,dàng	【莨（làng）菪】 见“莨”。,dàng,dàng,dàng,dàng,dàng,4,4,4,4,dang,dang,dang,dang,dang
菅,jiān,jiān,jiān	1:多年生草本植物。叶子细长，花绿色，根很坚韧，可用来做炊帚、刷子等。2:（Jiān）姓。,jiān,jiān,jiān,jiān,jiān,1,1,1,1,jian,jian,jian,jian,jian
菀,wǎn,wǎn#yùn,wǎn	【紫菀】 多年生草本植物，茎直立，叶子椭圆形，花蓝紫色，根和根茎可入药。,wǎn#yùn,wǎn#yùn,wǎn#yùn,wǎn#yùn,wǎn#yùn,3#4,3#4,3#4,3#4,wan#yun,wan#yun,wan#yun,wan#yun,wan#yun
萦,yíng,yíng,yíng	[縈]	环绕；缠绕。～绕|牵～|琐事～身。,yíng,yíng,yíng,yíng,yíng,2,2,2,2,ying,ying,ying,ying,ying
菰,gū,gū,gū	多年生草本植物。生长在池沼里，花紫红色，嫩茎经菰黑粉菌寄生后膨大，叫茭白，果实叫菰米，都可以吃。,gū,gū,gū,gū,gū,1,1,1,1,gu,gu,gu,gu,gu
菡,hàn,hàn,hàn	【菡萏（dàn）】 〈文〉莲；荷花。,hàn,hàn,hàn,hàn,hàn,4,4,4,4,han,han,han,han,han
梵,fàn,fàn,fàn	1:有关古代印度的事物。～语|～文|～历。2:关于佛教的事物。～刹（chà）|～宫|～音。,fàn,fàn,fàn,fàn,fàn,4,4,4,4,fan,fan,fan,fan,fan
梿,lián,lián#liǎn,lián	[槤]	【梿枷（jiā）】 脱粒用的旧式农具。也作“连枷”。,lián#liǎn,lián#liǎn,lián#liǎn,lián#liǎn,lián#liǎn,2#3,2#3,2#3,2#3,lian#lian,lian,lian,lian,lian
梏,gù,gù,gù	古代木制的手铐。桎（zhì）～。,gù,gù,gù,gù,gù,4,4,4,4,gu,gu,gu,gu,gu
觋,xí,xí,xí	[覡]	〈文〉男巫师。,xí,xí,xí,xí,xí,2,2,2,2,xi,xi,xi,xi,xi
桴,fú,fú,fú 	1:〈文〉小的木筏或竹筏。乘～浮于海。2:〈文〉鼓槌。～鼓相应。,fú,fú,fú,fú,fú,2,2,2,2,fu,fu,fu,fu,fu
桷,jué,jué,jué	〈文〉方形的椽子。,jué,jué,jué,jué,jué,2,2,2,2,jue,jue,jue,jue,jue
梓,zǐ,zǐ,zǐ	1:梓树，落叶乔木，花黄白色，木材轻软耐朽，可用来做器具。2:雕版，把木板刻成印书的版。付～（刊印）。,zǐ,zǐ,zǐ,zǐ,zǐ,3,3,3,3,zi,zi,zi,zi,zi
棁,zhuō,zhuō,zhuō	〈文〉房梁上的短柱。,zhuō,zhuō,zhuō,zhuō,zhuō,1,1,1,1,zhuo,zhuo,zhuo,zhuo,zhuo
桫,suō,suō,suō	【桫椤(luó）】 蕨类植物，木本，茎高而直，叶片大，羽状分裂。,suō,suō,suō,suō,suō,1,1,1,1,suo,suo,suo,suo,suo
棂,líng,líng,líng	[欞]	旧式窗户上的格子。窗～。,líng,líng,líng,líng,líng,2,2,2,2,ling,ling,ling,ling,ling
啬,sè,sè,sè	[嗇]	该用的财物舍不得用；小气。～刻｜吝～。,sè,sè,sè,sè,sè,4,4,4,4,se,se,se,se,se
郾,yǎn,yǎn,yǎn	用于地名。～城（在河南）。,yǎn,yǎn,yǎn,yǎn,yǎn,3,3,3,3,yan,yan,yan,yan,yan
匮,kuì,kuì#guì,kuì	[匱]	缺乏。～乏|～竭。,kuì#guì,kuì#guì,kuì#guì,kuì#guì,kuì#guì,4#4,4#4,4#4,4#4,kui#gui,kui#gui,kui#gui,kui#gui,kui#gui
敕,chì,chì,chì	皇帝的命令；诏书。～封｜～令｜奉～。,chì,chì,chì,chì,chì,4,4,4,4,chi,chi,chi,chi,chi
豉,shì,chǐ,chǐ	【豆豉】 黄豆或黑豆蒸熟或煮熟后发酵制成的食品，多用于调味。,chǐ#shì,chǐ#shì,chǐ#shì,chǐ#shì,chǐ#shì,3#4,3#4,3#4,3#4,chi#shi,chi#shi,chi#shi,chi#shi,chi#shi
鄄,juàn,juàn,juàn	用于地名。～城（在山东）。,juàn,juàn,juàn,juàn,juàn,4,4,4,4,juan,juan,juan,juan,juan
酞,tài,tài,tài	有机化合物的一类。由一个分子的邻苯二甲酸酐和两个分子的酚缩合而成，如酚酞。酞类化合物常用作染料和指示剂等。,tài,tài,tài,tài,tài,4,4,4,4,tai,tai,tai,tai,tai
酚,fēn,fēn,fēn	有机化合物。大多为无色晶体，显酸性。可用作防腐剂、杀菌剂等。,fēn,fēn,fēn,fēn,fēn,1,1,1,1,fen,fen,fen,fen,fen
戛,jiá,jiá,1gā	用于译音。～纳（法国城市）。#####2jiá	1:【戛然】 鸟、雀等叫声响亮。～长鸣。2:【戛然】 声音突然中止。琴声～而止。,jiá,jiá,jiá,jiá,jiá,2,2,2,2,jia,jia,jia,jia,jia
硎,xíng,xíng,xíng	1:〈文〉磨刀石。2:〈文〉磨制。～铓（铓刀剑的尖端）。,xíng,xíng,xíng,xíng,xíng,2,2,2,2,xing,xing,xing,xing,xing
硭,máng,máng,máng	【硭硝】 无机化合物。是含10个分子结晶水的硫酸钠，无色透明，味苦。可用来做工业原料，医药上用做泻药。也作“芒硝”。,máng,máng,máng,máng,máng,2,2,2,2,mang,mang,mang,mang,mang
硒,xī,xī,xī	非金属元素，符号Se。红色无定形粉末或灰色有光泽的晶体。晶体硒能导电，可用来制造整流器、计算机磁鼓、晶体管等。,xī,xī,xī,xī,xī,1,1,1,1,xi,xi,xi,xi,xi
硖,xiá,xiá,xiá	[硤]	用于地名。～石（在浙江）。,xiá,xiá,xiá,xiá,xiá,2,2,2,2,xia,xia,xia,xia,xia
硗,qiāo,qiāo,qiāo	[磽]	〈文〉（土地）坚硬；不肥沃。～薄（bó）。,qiāo,qiāo,qiāo,qiāo,qiāo,1,1,1,1,qiao,qiao,qiao,qiao,qiao
硐,dòng,dòng,dòng	山洞；矿坑。矿～。,dòng,dòng,dòng,dòng,dòng,4,4,4,4,dong,dong,dong,dong,dong
硇,náo,náo,náo	1:【硇砂】 矿物。天然产的氯化铵。2:【硇洲】 岛名。在广东。,náo,náo,náo,náo,náo,2,2,2,2,nao,nao,nao,nao,nao
硌,gè,luò#gè,gè	触到凸起的硬东西感觉不舒服或受到损伤。～脚|牙让沙子～得生疼。,luò#gè,luò#gè,luò#gè,luò#gè,luò#gè,4#4,4#4,4#4,4#4,luo#ge,luo#ge,luo#ge,luo#ge,luo#ge
鸸,ér,ér,ér	[鴯]	【鸸鹋（miáo）】 鸟名。外形像鸵鸟而较小，羽毛灰色或褐色，翅膀退化，不能飞，腿长善走。生活在大洋洲森林中。,ér,ér,ér,ér,ér,2,2,2,2,er,er,er,er,er
瓠,hù,hù,hù	瓠子，一年生草本植物。茎蔓生，花白色，果实长圆形，嫩时可以吃。,hù,hù,hù,hù,hù,4,4,4,4,hu,hu,hu,hu,hu
匏,páo,páo,páo	【匏瓜】 葫芦的一种。茎上有卷须，果实扁球形，对半剖开可做瓢。,páo,páo,páo,páo,páo,2,2,2,2,pao,pao,pao,pao,pao
厩,jiù,jiù,jiù	马棚，泛指牲口棚。马～|～肥。,jiù,jiù,jiù,jiù,jiù,4,4,4,4,jiu,jiu,jiu,jiu,jiu
龚,gōng,gōng,gōng	[龔]	姓。,gōng,gōng,gōng,gōng,gōng,1,1,1,1,gong,gong,gong,gong,gong
殒,yǔn,yǔn,yǔn	[殞]	死亡。～身|～命。,yǔn,yǔn,yǔn,yǔn,yǔn,3,3,3,3,yun,yun,yun,yun,yun
殓,liàn,liàn,liàn	[殮]	把死者装入棺木。入～|装～|～葬。,liàn,liàn,liàn,liàn,liàn,4,4,4,4,lian,lian,lian,lian,lian
殍,piǎo,piǎo,piǎo	饿死的人。饿～遍野。,piǎo,piǎo,piǎo,piǎo,piǎo,3,3,3,3,piao,piao,piao,piao,piao
赉,lài,lài,lài	[賚]	〈文〉赏赐；赠送。厚～|赏～。,lài,lài,lài,lài,lài,4,4,4,4,lai,lai,lai,lai,lai
雩,yú,yú,yú	古代求雨的祭祀。,yú,yú,yú,yú,yú,2,2,2,2,yu,yu,yu,yu,yu
辄,zhé,zhé,zhé	[輒]	副词。 相当于“就”。动～得咎|浅尝～止。,zhé,zhé,zhé,zhé,zhé,2,2,2,2,zhe,zhe,zhe,zhe,zhe
堑,qiàn,qiàn#zàn#jiàn,qiàn	[塹]	1:防御用的壕沟。～壕|沟～|天～（天然形成的阻断交通的大沟，多指长江）。2:比喻挫折、困难。吃一～，长一智。,qiàn#zàn#jiàn,qiàn#zàn#jiàn,qiàn#zàn#jiàn,qiàn#zàn#jiàn,qiàn#zàn#jiàn,4#4#4,4#4#4,4#4#4,4#4#4,qian#zan#jian,qian#zan#jian,qian#zan#jian,qian#zan#jian,qian#zan#jian
眭,suī,guì#suī,suī	姓。,guì#suī,guì#suī,guì#suī,suī,guì#suī,4#1,4#1,1,4#1,gui#sui,gui#sui,gui#sui,sui,gui#sui
眦,zì,zì,zì	眼角，上下眼睑的接合处。,zì,zì,zì,zì,zì,4,4,4,4,zi,zi,zi,zi,zi
啧,zé,zé,zé	[嘖]	拟声词。 咂嘴的声音。～～赞叹。,zé,zé,zé,zé,zé,2,2,2,2,ze,ze,ze,ze,ze
晡,bū,bū,bū	〈文〉申时，相当于下午三时到五时。,bū,bū,bū,bū,bū,1,1,1,1,bu,bu,bu,bu,bu
晤,wù,wù,wù	相遇；见面。～谈|～面|会～。,wù,wù,wù,wù,wù,4,4,4,4,wu,wu,wu,wu,wu
眺,tiào,tiào,tiào	向远处看。～望|远～|登高～远。,tiào,tiào,tiào,tiào,tiào,4,4,4,4,tiao,tiao,tiao,tiao,tiao
眵,chī,chī,chī	眼屎。眼～。,chī,chī,chī,chī,chī,1,1,1,1,chi,chi,chi,chi,chi
眸,móu,móu,móu	瞳人，泛指眼睛。凝～|明～皓齿|回～一顾。,móu,móu,móu,móu,móu,2,2,2,2,mou,mou,mou,mou,mou
圊,qīng,qīng,qīng	〈文〉厕所。～土|～肥|～粪。,qīng,qīng,qīng,qīng,qīng,1,1,1,1,qing,qing,qing,qing,qing
喏,nuò,nuò#rě,nuò	叹词。 提示对方注意自己所指的事物。～，就是这个。,nuò#rě,nuò#rě,nuò#rě,nuò#rě,nuò#rě,4#3,4#3,4#3,4#3,nuo#re,nuo#re,nuo#re,nuo#re,nuo#re
喵,miāo,miāo,miāo	拟声词。 猫叫的声音。小猫～～地叫着。,miāo,miāo,miāo,miāo,miāo,1,1,1,1,miao,miao,miao,miao,miao
啉,lín,lán#lín,lín	【喹（kuí）啉】 见“喹”。,lán#lín,lán#lín,lán#lín,lán#lín,lán#lín,2#2,2#2,2#2,2#2,lan#lin,lan#lin,lan#lin,lan#lin,lan#lin
勖,xù,xù,xù	〈文〉勉励。～勉|～励|～以大义。,xù,xù,xù,xù,xù,4,4,4,4,xu,xu,xu,xu,xu
